,Page Name,Facebook Link,Url,Email,Phone Numer,General Information
56,Autotech Collision,https://web.facebook.com/Autotech-Collision-1693717160898940/?__tn__=%3C,http://autotechny.com/,customerservice@autotechny.com,212-974-0400," 76 people like this 78 people follow this 28 people checked in here Automotive Repair Shop · Automotive Store · Parking Garage / Lot Hours Open now 7:30 AM - 6:00 PM Business details Price range  · $$ Additional contact info http://autotechny.com/ +1 212-974-0400 customerservice@autotechny.com Send message More info AboutAutotech Collision is an auto body repair shop in New York, NY. Additional informationAutotech Collision has been in New York, New York, since 1988. We are not only Manhattan's largest state-of-the-art collision repair center, we also w… See more "
57,Bul Auto Sales & Service,https://web.facebook.com/bulauto/?__tn__=%3C,http://www.bulautosales.com/,rob@bulautosales.com,518-456-2222," 2,547 people like this 2,618 people follow this 322 people checked in here Tire Dealer & Repair Shop · Car dealership · Automotive Store Hours Open now 8:30 AM - 6:00 PM Business details Price range  · $$$ Additional contact info http://www.bulautosales.com/ +1 518-456-2222 rob@bulautosales.com Send message More info AboutAutomotive Sales and Service specializing in late model: European, Import, Domestic, Luxury, Performance, Sport Utility, and Trucks.  Additional informationFull service car dealership Offers free Wi-Fi with purchase "
58,Choice Auto Repair,https://web.facebook.com/Choice-Auto-Repair-248243411897044/?__tn__=%3C,,choiceauto@frontiernet.net,518-661-6881, 553 people like this 568 people follow this 64 people checked in here Automotive Repair Shop Hours Open now 9:00 AM - 5:00 PM Business details Price range  · $$ Additional contact info +1 518-661-6881 choiceauto@frontiernet.net Typically replies within an hourSend message More info AboutLocal father and son repair shop that always takes care of the people first...quality repairs at the lowest possible price. ... 
59,"Auto Care East, Inc.",https://web.facebook.com/autocareeast/?__tn__=%3C,http://autocareeast.com/,info@autocareeast.com,212-988-1515," 761 people like this 773 people follow this 24 people checked in here Automotive Repair Shop · Automotive Body Shop · Oil Lube & Filter Service Hours Open now 8:00 AM - 6:00 PM Business details Price range  · $ Additional contact info http://autocareeast.com/ +1 212-988-1515 info@autocareeast.com Send message More info AboutAuto Body and Collision Repair and Auto Repair SuperMedia  Additional informationAuto Care East, Inc. in New York, New York, is a  state-of-the-art auto body and repair shop is dedicated to providing quality service at affordable p… See more "
60,SimTech Auto,https://web.facebook.com/SimTechAuto/?__tn__=%3C,http://www.simtechautomotive.com/,simtechauto@yahoo.com,718-345-8206," 49 people like this 50 people follow this 23 people checked in here Automotive Repair Shop · Automotive Body Shop · Tire Dealer & Repair Shop Hours Open now 8:00 AM - 6:00 PM Business details Price range  · $$ Additional contact info http://www.simtechautomotive.com/ +1 718-345-8206 simtechauto@yahoo.com Send message More info AboutFamily owned & operated in Brooklyn, NY since 1999, SimTech Auto is proud to be one of the largest independent, full service auto repair shops in the area. Additional informationFamily owned and operated in Brooklyn, NY since 1999, SimTech Auto is proud to be one of the largest independent, full service auto repair shops in th… See more "
61,John Kelemen Foreign Car Repair,https://web.facebook.com/JohnKelemenCars/?__tn__=%3C,http://www.kelemencars.com/,kelemencars@gmail.com,845-928-7274," 784 people like this 774 people follow this 10 people checked in here Automotive Repair Shop · Local Service · Automotive Store Hours Open now 8:00 AM - 5:00 PM Business details Price range  · $$ Additional contact info http://www.kelemencars.com/ +1 845-928-7274 kelemencars@gmail.com Send message More info AboutWe are a full-service auto repair shop specializing in Domestic and Subaru, Lexus (Toyota), Acura (Honda) Nissan (Infiniti), Audi (VW), BMW, Volvo Additional informationWe opened our shop in Central Valley in 1972 and have been servicing Monroe-Woodbury residents’ cars ever since. Because of word of our excellence and… See more "
62,1st Choice Auto Repair,https://web.facebook.com/1stChoiceAutoRepair/?__tn__=%3C,http://www.1Stchoiceautorepairny.com/,1stchoiceautorepair15@gmail.com,607-621-2621," 760 people like this 769 people follow this 226 people checked in here Automotive Repair Shop · Oil Lube & Filter Service Hours Open now 8:00 AM - 5:00 PM Business details Price range  · $$ Additional contact info http://www.1Stchoiceautorepairny.com/ +1 607-621-2621 1stchoiceautorepair15@gmail.com Typically replies within a daySend message More info AboutWe are an automotive repair shop in the heart of Endwell, NY.We started this business on September 1st 2015. We work hard to make our customers our p… See more Additional information1ST CHOICE AUTO REPAIR IS TOP RATED WITH THE BETTER BUSINESS BUREAU FOR HAVING A+ RATING FOR 2 YEARSVIEW OUR AFFILIATES AND CERTIFICATES ON OUR WEBSITE. Impressum1st Choice Auto Repair was Established on September 1, 2015. 1st Choice Auto Repair is also a NEW YORK STATE INSPECTION SITE. Licensed inspectors in… See more Privacy Policy "
63,Kathy's Auto Repair Shop,https://web.facebook.com/kathysrepairshopinqueens/?__tn__=%3C,,kathyauto2@gmail.com,917-688-7804, 214 people like this 219 people follow this 57 people checked in here Automotive Repair Shop · Automotive Body Shop · Automation Service Hours Open now 8:00 AM - 6:00 PM Business details Price range  · $ Additional contact info +1 917-688-7804 kathyauto2@gmail.com Send message More info About   #NYS INSPECTION STATION• Engine Repair • Automatic Transmission/Transaxle • Manual Drive Train and Axles • Suspension and Steering … See more 
64,Cappello's Auto Repair,https://web.facebook.com/cappellosautorepair/?__tn__=%3C,http://www.cappellostire.com/,cappellostire@optonline.net,914-762-0022," 404 people like this 409 people follow this 26 people checked in here Tire Dealer & Repair Shop · Automotive Repair Shop · Emergency Roadside Service Hours Open now 7:30 AM - 5:30 PM Business details Price range  · $$ Additional contact info http://www.cappellostire.com/ +1 914-762-0022 cappellostire@optonline.net Send message More info AboutBusiness opened up in 1978 by Antonio Cappello.  Started with himself and 1 lift then built a successful business for his children to take-over.  Full… See more Additional informationAt Cappello's Auto Repair in Ossining, New York, we understand that trust is earned. We would like to earn yours. We offer a variety of automotive ser… See more Offers free Wi-Fi "
65,Olympia Auto Repair Center,https://web.facebook.com/OlympiaAutoRepairCenter/?__tn__=%3C,http://www.olympiaautorepaircenter.com/,,718-448-9759, 97 people like this 97 people follow this 36 people checked in here Automotive Repair Shop · Oil Lube & Filter Service · Tire Dealer & Repair Shop Hours Open now 7:30 AM - 6:00 PM Business details Price range  · $$ Additional contact info http://www.olympiaautorepaircenter.com/ +1 718-448-9759 Send message More info AboutOlympia Auto is a full-service repair and maintenance center in Staten Island offering all of the services necessary to keep your car running smoothly… See more Additional informationOlympia Auto is a full-service repair and maintenance center in Staten Island offering all of the services necessary to keep your car running smoothly… See more 
66,P & T Auto Repairs of Staten Island,https://web.facebook.com/PTAutorepairStatenIsland/?__tn__=%3C,http://ptauto.com/,,718-979-2424," 43 people like this 44 people follow this 7 people checked in here Automotive Restoration Service · Automotive Repair Shop · Tire Dealer & Repair Shop Hours Open now 8:00 AM - 6:30 PM Business details Price range  · $ Additional contact info http://ptauto.com/ +1 718-979-2424 Send message More info AboutP&T Auto Repairs of Staten Island is your one stop location for all repairs and restoration work. Get your car feeling brand new again, and drop in today. Additional informationP & T Auto Repairs of Staten Island is an ASE-certified repair shop and restoration center that has been serving Staten Island for over 15 years. We… See more "
67,Alpha 1 Auto Repair Inc.,https://web.facebook.com/Alpha-1-Auto-Repair-Inc-162186377205345/?__tn__=%3C,http://www.stpeterchamber.com/,alpha1autorepairs@verizon.net,718-629-9467," 218 people like this 217 people follow this 12 people checked in here Oil Lube & Filter Service · Automotive Repair Shop Hours Open now 7:00 AM - 5:00 PM Business details Price range  · $$$ Additional contact info http://www.stpeterchamber.com/ +1 718-629-9467 alpha1autorepairs@verizon.net Typically replies within an hourSend message More info Additional informationWelcome to Alpha 1 Auto Repairs, Inc. Come to Alpha 1 Auto Repairs, Inc. for all your automotive repairs and maintenance for domestic and foreign veh… See more "
68,Bridgeview Auto Services Center,https://web.facebook.com/bridgeviewautoservices/?__tn__=%3C,http://bridgeviewauto.us/,outreach@bridgeviewauto.us,212-226-6465, 21 people like this 21 people follow this Tire Dealer & Repair Shop · Parking Garage / Lot Hours Open now 8:00 AM - 11:00 PM Business details Price range  · $ Additional contact info http://bridgeviewauto.us/ +1 212-226-6465 outreach@bridgeviewauto.us Send message More info AboutBridgeview Auto’s ​​number one mission is to serve our customers by providing the utmost quality services in parking and car repair. 
69,Jollys Car Rental,https://web.facebook.com/Jollys-Car-Rental-359110034495451/?__tn__=%3C,,,876-381-9380, 11 people like this 11 people follow this Automotive Repair Shop Business details Price range  · $ Additional contact info +1 876-381-9380 Very responsive to messagesSend message 
70,Janos Foreign Car Repair,https://web.facebook.com/janosforeigncarrepair/?__tn__=%3C,http://JANOSFCR.COM/,,845-592-8274," 151 people like this 155 people follow this 7 people checked in here Automotive Repair Shop · Tire Dealer & Repair Shop Hours Open now 8:00 AM - 5:30 PM Business details Price range  · $ Additional contact info http://JANOSFCR.COM/ +1 845-592-8274 Send message More info AboutSpecializing in European and Asian car and truck repair and maintenance. We do everything from tune ups, scheduled maintenance, engine work and rebuil… See more Additional informationForeign car repair specialist.VWAUDIBMWM/BENZSUBARUHONDA ACURA… See more "
71,"Fast Track Auto Body And Repairs, INC.",https://web.facebook.com/FasttrackautobodyNY/?__tn__=%3C,https://www.fasttrackautoinc.com/,fasttrackauto@outlook.com,718-442-2964, 285 people like this 297 people follow this 46 people checked in here Automotive Body Shop · Automotive Repair Shop · Automotive Restoration Service Hours Open now 8:00 AM - 5:00 PM Additional contact info https://www.fasttrackautoinc.com/ +1 718-442-2964 fasttrackauto@outlook.com Send message More info AboutStreamlined services for a better experience and stellar FAST TRACK Auto Body finish. Certified Auto Collision and Repair Facility.  Additional informationFast Track Auto Body provides customers with innovative solutions and care from start to delivery. The work done on your vehicle is only half of your … See more 
72,Juniors Pulaski Auto Repair,https://web.facebook.com/Juniorspulaskiautorepair/?__tn__=%3C,,,718-383-0105," 36 people like this 36 people follow this 13 people checked in here Automotive Repair Shop · Gas Station Hours Open now 8:00 AM - 6:00 PM Business details Price range  · $$ Additional contact info +1 718-383-0105 Send message More info AboutJuniors Pulaski Auto Repair is your one-stop destination for all of your auto repair needs. We are dedicated to making your car feel new again.  Additional informationAt Juniors Pulaski Auto Repair, we are passionate about getting you back on the road safely. Our expert technicians are ready to have your car feeling… See more "
73,Parkway Car Stereo,https://web.facebook.com/ParkwayCarStereo/?__tn__=%3C,http://parkwaycarstereo.com/,parkwaycarstereo@gmail.com,631-667-5100," 1,163 people like this 1,186 people follow this 60 people checked in here Automotive Repair Shop Hours Open now 9:00 AM - 6:00 PM Business details Price range  · $$ Additional contact info http://parkwaycarstereo.com/ +1 631-667-5100 parkwaycarstereo@gmail.com Send message More info AboutParkway Car Stereo is New York's leading custom car audio, video, marine audio and video, cellular, security and accessory center. Additional informationIf you want the very best in mobile audio, mobile video, vehicle restyling, remote starters and security and truck accessories, check out Parkway Car … See more Offers free Wi-Fi "
74,J & T Car Care & Repair,https://web.facebook.com/JnTCarCare/?__tn__=%3C,,jtcarcare@gmail.com,315-702-4228315-702-4228," 1,546 people like this 1,546 people follow this 111 people checked in here Automotive Repair Shop Hours Open now 8:00 AM - 5:00 PM Business details Price range  · $$ Additional contact info +1 315-702-4228 jtcarcare@gmail.com Typically replies within a few hoursSend message More info AboutCaring people, honest work, fair prices.Let us be your trusted family mechanic!315-702-4228 Additional informationJ & T Car Care will provide various services for various vehicle types. We will offer repair of broken or nonworking parts as well as general maintena… See more "
75,Autotech Car Care Inc,https://web.facebook.com/Autotech-Car-Care-Inc-104422137748937/?__tn__=%3C,,,914-457-8800," 0 people follow this Automotive Repair Shop · Cars Hours Open now 9:00 AM - 5:00 PM Additional contact info +1 914-457-8800 Send message More info AboutAt Autotech Car Care, we pride ourselves on being a true full-service auto repair shop, and delivering only the highest quality services and repairs. … See more "
76,Chichi Auto & Transmission Repair,https://web.facebook.com/ChichiAuto/?__tn__=%3C,http://www.chichiautorepair.com/,chichiautorepair@gmail.com,347-424-8676," 61 people like this 64 people follow this 1 person checked in here Automotive Repair Shop · Local Service · Cars Hours Open now 9:00 AM - 7:00 PM Business details Price range  · $ Additional contact info http://www.chichiautorepair.com/ +1 347-424-8676 chichiautorepair@gmail.com Send message More info AboutChichi Auto & Transmission Repair is conveniently located for customers in Brooklyn, Queens, Richmond Hill and Liberty Ave. If you're in any of these … See more Additional informationWhen you’re looking for an auto repair shop, it’s important to find one that has your best interests in mind and will provide you with the information… See more "
77,NOK Auto Repair Inc,https://web.facebook.com/nokautorepair/?__tn__=%3C,,nokauto325@ymail.com,772-353-0938, 224 people like this 228 people follow this 51 people checked in here Automotive Repair Shop Hours Open now 7:00 AM - 7:00 PM Business details Price range  · $$ Additional contact info +1 772-353-0938 nokauto325@ymail.com Send message More info AboutNok Automobile Llc is now up and running. Moving to times and changes. Mobile Technician and consultation Rohon Williams own this company since Feb… See more Additional informationNOK Automobile Llc. New and innovative. Mobile technician. Call us we come. Jump start. Fuel up to 2 gallon. Tire swap to spare. Repair it at your… See more 
78,Nacmias and Sons Auto,https://web.facebook.com/Nacmias-and-Sons-Auto-149952111730195/?__tn__=%3C,http://www.nacmiasandsonssunoco.com/,jacknacmias@aol.com,718-336-9020," 190 people like this 194 people follow this 136 people checked in here Automotive Repair Shop · Oil Lube & Filter Service Hours Open now 8:00 AM - 5:00 PM Business details Price range  · $$ Additional contact info http://www.nacmiasandsonssunoco.com/ +1 718-336-9020 jacknacmias@aol.com Send message More info AboutFull service facility , auto sales , service , collision, open 24-7 for fuel service intake and pick up . HONESTY IS OUR POLICY .  Additional informationJack Nacmias, dubbed by the NY Daily News as ""Master Mechanic and Honest Car Salesman"", is also the owner and founder of Nacmias Brothers Auto which w… See more "
79,Canada Appliance Repair,https://web.facebook.com/canadaappliancerepair/?__tn__=%3C,https://canadaappliancerepair.ca/,info@canadaappliancerepair.ca,416-887-5839," 871 people like this 880 people follow this 1 person checked in here Appliance Repair Service Hours Open now 8:00 AM - 11:00 PM Additional contact info https://canadaappliancerepair.ca/ +1 416-887-5839 info@canadaappliancerepair.ca Send message More info AboutWE DEAL IN ALL TYPES OF APPLIANCE REPAIR AND SERVICES IN TORONTO AND GTA. WE PROVIDE:Timely and reliable serviceSame day service availableTeam ful… See more Additional informationCanada Appliance Repair is your local, one of the top rated in GTA, independent appliance repair company. Low rates, fast service, experienced and ins… See more Privacy Policy "
80,Sunrise Auto Body,https://web.facebook.com/Sunrise-Auto-Body-215372712631136/?__tn__=%3C,https://sunriseautocorp.net/,labster77@aol.com,718-372-7862, 17 people like this 19 people follow this Automotive Body Shop · Automotive Repair Shop Hours Open now 8:00 AM - 5:00 PM Business details Price range  · $ Additional contact info https://sunriseautocorp.net/ +1 718-372-7862 labster77@aol.com Send message More info AboutOur goal at Sunrise Auto Corp. is to provide you with all of the auto collision services in Brooklyn at affordable rates 
81,C & M Auto Repair,https://web.facebook.com/C-M-Auto-Repair-217191008340624/?__tn__=%3C,http://www.autorepair.net/ridgewood-ny/,seasilian@gmail.com,718-497-0735," 121 people like this 120 people follow this Automotive Repair Shop · Tire Dealer & Repair Shop · Local Service Business details Price range  · $$ Additional contact info http://www.autorepair.net/ridgewood-ny/ +1 718-497-0735 seasilian@gmail.com Send message More info About-Foreign & Domestic repairs -Registered motor vehicle repair shop-Official N.Y.S. emissions inspection station -wheel alignment machine and MORE! Additional informationN.Y.S. SAFETY EMISSIONS INSPECTIONS, OIL CHANGES, BRAKE JOBS, TRANSMISSIONS, WHEEL ALIGNMENT, TIRES, AND MORE.--- NO BODY WORK OR PAINTING PERFORMED AT THIS FACILITY---- "
82,A1 Collision NY,https://web.facebook.com/a1collisionny/?__tn__=%3C,https://www.a1collisionny.com/,admin@a1collisionny.com,212-564-7100," 889 people like this 888 people follow this 16 people checked in here Automotive Body Shop · Automotive Repair Shop · Towing Service Hours Always open Business details Price range  · $ Additional contact info https://www.a1collisionny.com/ +1 212-564-7100 admin@a1collisionny.com Send message More info AboutAuto repair services in Manhattan, NY (NYC). A1 Collision NY provides Car Painting, Accident Repair, and Auto Body Work. a1collisionny.com Additional informationA1 Collision NY is located in Manhattan, New York, and is an auto repair company. A1 Collision NY provides Car Painting, Accident Repair, Auto Body Wo… See more "
83,MAACO COLLISION REPAIR & AUTO PAINTING of New York,https://web.facebook.com/profile.php?id=100057388611643&__tn__=%3C,,,,
84,"Tommy's Auto Repair, Car Wash & Detail Center",https://web.facebook.com/TommysAutoRepairNY?__tn__=%3C,,,,
85,Brooklyn Auto Sales,https://web.facebook.com/brooklynautosales1?__tn__=%3C,,,,
86,New shack electronics,https://web.facebook.com/NewShackElectronics?__tn__=%3C,,,,
87,Anthony's Complete Auto Repair,https://web.facebook.com/AnthonysCompleteAutoRepair?__tn__=%3C,,,,
88,Sanbita transmission and auto repair inc.,https://web.facebook.com/sanbitatransmission?__tn__=%3C,,,,
89,G & V Auto Clinc,https://web.facebook.com/profile.php?id=100063588430073&__tn__=%3C,,,,
90,Urban Classics Auto Repair,https://web.facebook.com/urbanclassicnyc?__tn__=%3C,,,,
91,Waterview Car Care,https://web.facebook.com/pages/Waterview-Car-Care/159557080733888?__tn__=%3C,,,718-945-7668, 42 people like this 42 people follow this 50 people checked in here Automotive Repair Shop Hours Open now 7:30 AM - 5:30 PM Business details Price range  · $ Additional contact info +1 718-945-7668 
92,Vj's Car Care,https://web.facebook.com/pages/Vjs-Car-Care/168519439830834?__tn__=%3C,,,718-835-1110, 12 people like this 12 people follow this 46 people checked in here Automotive Repair Shop Business details Price range  · $ Additional contact info +1 718-835-1110 
93,Autobahn Car Repair,https://web.facebook.com/AutobahnCarRepair?__tn__=%3C,,,,
94,Nates Auto Care,https://web.facebook.com/pages/Nates-Auto-Care/133676206682843?__tn__=%3C,http://getty.com/,,718-430-1084, 2 people like this 2 people follow this 9 people checked in here Automotive Repair Shop Hours Open now 8:00 AM - 10:00 PM Additional contact info http://getty.com/ +1 718-430-1084 
95,Rafi's Auto Repair Shop,https://web.facebook.com/pages/Rafis-Auto-Repair-Shop/134286647434405?__tn__=%3C,,,718-797-5477, 0 people follow this 4 people checked in here Automotive Repair Shop Business details Price range  · $ Additional contact info +1 718-797-5477 
96,Fordham Car Wash,https://web.facebook.com/pages/Fordham-Car-Wash/135392373461964?__tn__=%3C,,,718-365-5822, 0 people follow this 3 people checked in here Automotive Repair Shop Business details Price range  · $ Additional contact info +1 718-365-5822 
97,Errol Auto Repair,https://web.facebook.com/pages/Errol-Auto-Repair/165428930150185?__tn__=%3C,,,718-643-8143, 2 people like this 2 people follow this 14 people checked in here Automotive Repair Shop Additional contact info +1 718-643-8143 
98,Eastern Car & Care,https://web.facebook.com/pages/Eastern-Car-Care/165432510149545?__tn__=%3C,,,718-714-4500, 4 people like this 4 people follow this 4 people checked in here Automotive Repair Shop Additional contact info +1 718-714-4500 
99,Mobile Car Service,https://web.facebook.com/pages/Mobile-Car-Service/428962690917632?__tn__=%3C,http://www.mobilcarlimo.com/,,212-714-0333, 0 people follow this 3 people checked in here Automotive Repair Shop Business details Price range  · $ Additional contact info http://www.mobilcarlimo.com/ +1 212-714-0333 
100,City Car,https://web.facebook.com/pages/City-Car/1402174920057027?__tn__=%3C,,,718-584-2550, 1 person likes this 1 person follows this 2 people checked in here Automotive Repair Shop Business details Price range  · $ Additional contact info +1 718-584-2550 
101,Whitestone Auto Center,https://web.facebook.com/pages/Whitestone-Auto-Center/161717910523020?__tn__=%3C,https://whitestone-auto-center-inc.hub.biz/,,718-767-3400, 7 people like this 7 people follow this 20 people checked in here Automotive Repair Shop · Gas Station · Car Wash Additional contact info https://whitestone-auto-center-inc.hub.biz/ +1 718-767-3400 
